,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
135,0,0,15,1,0,1,4,4,3,0,0,1,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,0,11,0,0
128,0,1,18,0,0,1,2,2,3,2,3,1,1,1,2,0,1,0,1,1,1,1,0,3,3,3,1,2,4,0,7,4,0
8,0,1,15,1,1,0,3,2,3,2,1,1,1,2,0,0,1,1,0,1,1,1,0,4,2,2,1,1,1,0,16,18,19
64,0,0,15,1,1,1,4,3,3,3,3,0,1,2,0,1,0,0,1,1,1,1,1,4,4,4,2,4,2,0,10,10,10
300,0,0,18,1,1,0,4,4,1,2,1,1,1,2,0,0,1,0,0,1,1,1,1,4,2,4,1,1,4,14,12,10,11
14,0,1,15,1,0,0,2,2,2,2,1,2,1,3,0,0,1,0,0,1,1,1,1,4,5,2,1,1,3,0,14,16,16
156,0,1,17,0,1,1,1,2,2,2,3,1,1,1,0,0,0,0,0,1,1,0,0,2,2,2,3,3,5,8,16,12,13
40,0,0,16,1,1,1,2,2,2,2,1,1,2,2,1,0,1,0,1,0,1,1,1,3,3,3,1,2,3,25,7,10,11
361,1,1,18,0,1,1,1,1,0,2,2,1,2,2,1,0,0,0,1,0,0,0,0,4,4,3,2,3,5,2,13,12,12
354,1,1,17,0,0,1,4,3,3,2,1,1,2,2,0,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,13,11,11
216,0,0,17,1,0,1,4,3,2,2,3,1,1,2,2,0,0,1,0,1,1,1,1,3,4,5,2,4,1,22,6,6,4
279,0,1,18,1,1,1,4,3,4,3,0,1,2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,2,1,8,10,11,10
341,0,1,18,1,0,1,4,4,4,3,1,0,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,10,10,0
236,0,1,17,1,1,1,2,2,2,2,1,0,1,2,0,0,0,1,1,0,1,1,1,4,4,2,5,5,4,4,14,13,13
207,0,0,16,1,0,1,4,3,4,2,2,1,1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,10,11,12,13
212,0,0,16,1,0,0,2,2,2,2,3,1,1,2,0,1,1,1,0,1,1,1,0,3,3,4,1,1,4,0,12,13,14
295,0,1,17,1,0,1,3,3,1,2,1,1,1,1,0,0,1,1,0,1,1,1,0,4,4,3,1,3,5,4,14,12,11
380,1,1,18,1,0,1,4,4,4,4,1,0,1,2,0,0,0,1,1,0,1,1,0,3,2,4,1,4,2,4,15,14,14
251,0,1,16,1,0,1,3,3,0,2,3,2,3,2,0,1,1,0,0,0,1,1,0,5,3,3,1,3,2,6,7,10,10
385,1,0,18,0,0,1,2,2,0,2,2,1,2,3,0,0,0,1,0,1,1,0,0,5,3,3,1,3,4,2,10,9,10
360,1,0,18,0,1,0,1,4,0,2,0,1,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,13,13,13
303,0,0,17,1,0,1,3,2,1,1,3,0,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0,17,17,18
269,0,0,18,0,0,1,2,1,2,2,3,1,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0,6,0,0
201,0,0,16,1,0,1,2,3,2,2,3,1,1,2,0,1,1,1,1,1,1,0,0,4,4,3,1,3,4,6,8,10,10
161,0,1,15,0,0,1,3,2,2,2,0,1,2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,6,5,9,7
43,0,1,15,1,0,1,2,2,3,3,0,0,1,1,0,1,1,0,0,1,1,1,0,5,4,1,1,1,1,0,8,8,11
217,0,1,18,1,1,1,3,3,3,1,1,0,1,2,1,0,1,1,0,1,1,1,0,3,2,4,2,4,4,13,6,6,8
190,0,0,16,1,0,1,2,3,3,3,0,1,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,10,11,12,13
309,0,0,19,1,1,1,1,1,0,2,3,2,1,2,1,1,1,0,1,0,1,1,0,4,4,3,1,3,3,18,12,10,10
259,0,0,17,1,1,1,2,2,3,3,0,0,1,4,0,0,0,1,1,1,1,1,1,3,4,1,1,1,2,0,10,9,0
105,0,0,15,1,0,0,3,3,2,1,3,0,1,4,0,1,0,0,0,1,1,0,0,4,3,3,1,1,4,10,10,11,11
53,0,0,15,1,0,1,4,4,3,3,0,1,1,1,0,1,1,1,0,1,1,1,0,3,3,4,2,3,5,0,8,10,11
1,0,0,17,1,0,1,1,1,0,2,0,0,1,2,0,0,1,0,0,0,1,1,0,5,3,3,1,1,3,4,5,5,6
49,0,0,15,1,0,1,4,4,3,4,2,0,1,2,1,1,1,0,1,0,1,1,0,4,4,4,1,1,3,2,7,7,7
80,0,1,15,1,0,1,2,3,2,3,0,0,1,1,0,1,1,1,1,0,1,1,1,3,2,2,1,3,3,2,10,12,12
205,0,0,17,1,0,1,3,4,0,3,1,1,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,28,10,9,9
34,0,1,16,1,0,1,3,2,2,2,1,1,1,1,0,0,1,1,0,0,1,1,0,5,4,3,1,1,5,0,12,14,15
263,0,0,17,1,0,1,3,3,2,2,1,1,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,10,9,9
91,0,0,15,1,0,1,4,3,3,2,3,1,1,1,0,0,0,1,1,1,1,1,0,4,5,5,1,3,1,4,16,17,18
339,0,0,17,0,0,0,3,2,2,2,1,1,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4,9,10,10
52,0,1,15,1,1,0,4,2,1,1,2,0,2,1,1,0,0,0,0,1,1,0,0,5,5,5,3,4,5,6,11,11,10
264,0,0,18,1,0,1,2,2,0,3,1,1,1,3,0,0,1,1,1,1,1,1,1,4,3,3,1,1,3,0,9,10,0
241,0,1,17,0,1,0,4,4,4,2,0,1,2,2,0,0,1,1,0,1,1,1,0,3,3,3,2,3,4,2,10,11,12
13,0,1,15,1,0,1,4,3,4,2,0,1,2,2,0,0,1,1,0,1,1,1,0,5,4,3,1,2,3,2,10,10,11
315,0,0,19,0,0,1,2,3,2,2,3,2,1,3,1,0,0,0,0,1,1,1,1,4,1,2,1,1,3,40,13,11,11
88,0,1,16,1,0,1,2,2,3,2,3,0,2,2,1,0,0,1,1,0,1,1,0,4,4,2,1,1,3,12,11,10,10
273,0,1,17,0,0,1,1,2,0,0,1,1,1,2,0,0,1,1,1,0,1,0,1,3,5,2,2,2,1,2,15,14,14
166,0,1,16,1,0,1,2,2,2,2,0,0,1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,4,10,10,10
328,0,0,17,1,0,1,4,4,4,3,0,1,1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7,10,9,9
388,1,0,18,1,1,1,3,1,4,3,0,1,1,2,0,0,1,1,0,1,1,1,0,4,3,4,1,1,1,0,7,9,8
134,0,1,15,0,0,1,3,4,0,4,0,1,4,2,0,0,1,0,0,1,1,0,1,5,3,3,1,1,5,0,9,0,0
306,0,1,20,1,0,0,3,2,3,2,0,2,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,17,18,18
378,1,0,18,1,0,1,3,3,2,2,1,1,1,2,0,0,0,1,0,1,1,1,1,4,1,3,1,2,1,0,15,15,15
319,0,0,18,1,0,1,4,4,4,2,0,1,1,2,0,0,1,1,0,1,1,1,0,4,4,4,3,3,5,2,11,11,11
243,0,1,16,1,0,1,4,4,3,3,0,1,1,1,0,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0,13,12,12
54,0,0,15,1,1,0,3,3,2,2,2,1,1,1,0,0,0,1,0,1,1,1,0,5,3,4,4,4,1,6,10,13,13
50,0,0,16,1,1,1,2,2,3,3,0,1,3,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,4,2,12,13,13
174,0,0,16,1,1,1,3,3,2,2,3,1,2,2,0,0,1,1,1,1,1,1,0,4,4,5,1,1,4,4,10,11,9
189,0,1,17,0,0,1,1,2,0,2,1,1,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,4,8,9,10
392,1,1,21,0,0,1,1,1,2,2,0,2,1,1,3,0,0,0,0,0,1,0,0,5,5,3,3,3,3,3,10,8,7
187,0,1,16,1,1,1,2,1,2,2,0,1,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,5,0,15,15,15
169,0,0,16,1,0,1,4,4,1,1,3,1,1,2,0,0,1,1,0,1,1,1,1,4,4,2,1,1,3,0,14,14,14
58,0,1,15,1,1,1,1,2,2,0,1,0,1,2,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,9,10,9
48,0,1,15,1,0,1,4,2,4,2,1,1,1,2,0,0,1,1,0,1,1,0,0,4,3,3,2,2,5,2,15,15,14
344,0,0,18,1,0,1,2,3,0,2,0,1,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,4,11,10,10
235,0,1,16,1,0,1,3,2,0,2,3,1,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,10,11,9,10
252,0,1,18,1,0,1,2,1,3,3,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,6,9,8
21,0,1,15,1,0,1,4,4,1,1,2,0,1,1,0,0,1,1,0,1,1,1,0,5,4,2,1,1,5,0,12,15,15
313,0,0,19,1,1,1,3,2,3,2,3,2,2,2,1,0,1,1,0,0,1,1,1,4,2,2,1,2,1,22,13,10,11
160,0,1,17,0,1,1,2,1,0,2,0,1,2,1,2,0,0,0,1,1,0,1,1,3,3,2,2,2,5,0,7,6,0
276,0,0,18,0,0,0,3,2,2,3,1,1,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75,10,9,9
191,0,0,17,1,0,1,1,1,0,3,0,1,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,8,8,9
293,0,0,17,0,1,1,3,1,3,2,3,1,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6,18,18,18
343,0,0,17,1,0,0,2,2,0,0,1,0,1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0,9,8,0
257,0,1,19,1,1,0,4,3,3,0,3,1,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,12,11,11,11
308,0,1,19,0,0,1,3,3,2,3,3,0,1,2,1,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,15,12,12
149,0,1,15,1,1,0,2,1,3,2,0,1,4,1,3,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,8,9,10
130,0,0,15,0,0,1,3,4,3,4,0,0,2,3,2,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,12,0,0
151,0,1,16,1,1,1,2,1,0,2,0,1,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6,12,13,14
359,1,0,18,1,1,1,1,1,0,3,0,0,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,18,16,16
99,0,0,16,1,0,1,4,3,2,0,0,1,1,3,0,1,1,1,0,1,1,1,0,5,3,5,1,1,3,0,7,9,8
372,1,0,17,1,0,1,2,2,2,0,1,1,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,13,11,11
87,0,0,15,1,0,1,4,2,2,2,3,1,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,1,4,13,14,14
330,0,1,18,1,1,1,2,2,2,2,0,1,1,4,0,0,1,0,1,1,1,1,0,4,5,5,2,4,5,2,9,8,8
214,0,0,17,0,1,1,4,4,3,2,2,1,1,1,0,0,1,1,0,1,1,0,0,5,2,1,1,2,3,12,8,10,10
121,0,1,15,1,0,1,2,2,3,3,1,0,1,4,0,0,1,1,1,1,1,1,0,5,5,4,1,2,5,6,16,14,15
394,1,1,19,1,1,1,1,1,2,0,0,0,1,1,0,0,0,0,0,1,1,1,0,3,2,3,3,3,5,5,8,9,9
20,0,1,15,1,0,1,4,3,4,2,3,1,1,2,0,0,0,0,0,1,1,1,0,4,4,1,1,1,1,0,13,14,15
188,0,0,17,1,0,0,3,3,1,2,3,1,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,6,8,7,9
71,0,1,15,1,0,1,4,2,2,2,0,1,1,4,0,0,0,0,0,1,1,1,0,3,3,3,1,1,3,0,10,10,10
106,0,0,15,1,0,1,2,2,2,2,0,1,1,4,0,1,1,1,0,1,1,1,0,5,1,2,1,1,3,8,7,8,8
270,0,0,19,1,0,1,3,3,2,3,1,2,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,9,9,9
348,0,0,17,1,0,1,4,3,1,2,3,1,1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0,13,15,15
102,0,1,15,1,0,1,4,4,3,2,0,1,1,1,0,0,1,0,1,0,1,1,0,5,3,3,1,1,5,4,10,13,14
