id,year,years_experience,weeks_worked,occupation_code,industry_code,south_region,metropolitan_resident,ms,female,union_member,education,is_black,log_wage
64,7,40,50,1,1,0,1,1,0,0,12,0,6.80239
65,1,30,46,1,1,0,1,1,0,1,8,0,6.55536
65,2,31,44,1,1,0,1,1,0,1,8,0,6.62274
65,3,32,45,1,1,0,1,1,0,1,8,0,6.72263
65,4,33,46,1,1,0,1,1,0,1,8,0,6.77992
65,5,34,36,1,1,0,1,1,0,1,8,0,6.93828
65,6,35,45,1,1,0,1,1,0,1,8,0,7.03439
65,7,36,45,1,1,0,1,1,0,1,8,0,7.04578
66,1,20,49,1,1,1,0,1,0,0,8,0,6.3081
66,2,21,49,1,1,1,0,1,0,0,8,0,6.39693
66,3,22,47,1,1,1,0,1,0,0,8,0,6.51767
66,4,23,49,1,1,1,0,1,0,0,8,0,6.6107
66,5,24,47,1,1,1,0,1,0,0,8,0,6.68711
66,6,25,44,1,1,1,0,1,0,0,8,0,6.77079
66,7,26,48,1,1,1,0,1,0,0,8,0,6.85646
67,1,28,50,1,0,1,0,1,0,0,12,0,5.96615
67,2,29,50,1,0,1,0,1,0,0,12,0,6.02828
67,3,30,49,1,0,1,0,1,0,0,12,0,6.15273
67,4,31,50,1,0,1,0,1,0,0,12,0,6.21461
67,5,32,50,1,0,1,0,1,0,0,12,0,6.30992
67,6,33,50,1,0,1,0,1,0,0,12,0,6.44572
67,7,34,49,1,0,1,0,1,0,0,12,0,6.47697
68,1,34,40,1,1,0,1,1,0,1,12,0,6.45834
68,2,35,47,1,1,0,1,1,0,1,12,0,6.50728
68,3,36,42,1,1,0,1,1,0,1,12,0,6.56808
68,4,37,45,1,1,0,1,1,0,1,12,0,6.66823
68,5,38,47,1,1,0,1,1,0,1,12,0,6.75577
68,6,39,47,1,1,0,1,1,0,1,12,0,6.80239
68,7,40,46,1,1,0,1,1,0,1,12,0,6.95655
69,1,27,49,1,1,0,1,1,0,0,13,0,6.40523
69,2,28,46,1,1,0,1,1,0,0,13,0,6.55678
69,3,29,47,1,1,0,1,1,0,0,13,0,6.62007
69,4,30,47,1,0,0,1,1,0,0,13,0,6.62007
69,5,31,47,1,0,0,1,1,0,0,13,0,6.70319
69,6,32,48,1,0,0,1,1,0,0,13,0,6.83518
69,7,33,48,1,1,0,1,1,0,0,13,0,6.93049
70,1,8,49,0,0,0,1,1,0,0,16,0,6.47697
70,2,9,48,0,0,0,1,1,0,0,16,0,6.47697
70,3,10,49,0,0,0,1,1,0,0,16,0,6.62007
70,4,11,49,0,0,0,0,1,0,0,16,0,6.80239
70,5,12,48,0,0,0,0,1,0,0,16,0,6.90776
70,6,13,48,0,0,0,0,1,0,0,16,0,6.90776
70,7,14,48,0,0,0,0,1,0,0,16,0,7.17012
71,1,7,48,0,0,1,1,0,0,0,16,0,6.69703
71,2,8,49,0,0,1,1,0,0,0,16,0,6.80239
71,3,9,49,0,0,1,1,0,0,0,16,0,6.8977
71,4,10,48,0,0,1,1,0,0,0,16,0,6.95655
71,5,11,46,0,0,1,1,0,0,0,16,0,7.1309
71,6,12,48,0,0,1,1,0,0,0,16,0,7.24423
71,7,13,48,0,0,1,1,0,0,0,16,0,7.40184
72,1,11,40,0,0,0,0,1,0,1,17,0,6.47697
72,2,12,40,0,0,0,0,1,0,1,17,0,6.62007
72,3,13,42,0,0,0,0,1,0,1,17,0,6.62007
72,4,14,40,0,0,0,0,1,0,1,17,0,6.68461
72,5,15,40,0,0,0,0,1,0,1,17,0,6.85646
72,6,16,40,0,0,0,0,1,0,1,17,0,6.90776
72,7,17,42,0,0,0,0,1,0,1,17,0,7.00307
73,1,13,49,1,0,0,1,1,0,1,16,0,6.46147
73,2,14,49,1,0,0,1,1,0,1,16,0,6.65544
73,3,15,49,1,0,0,1,1,0,1,16,0,6.73459
73,4,16,48,0,0,0,1,1,0,1,16,0,6.81344
73,5,17,47,0,0,0,1,1,0,1,16,0,6.91473
73,6,18,47,0,0,0,1,1,0,1,16,0,6.8533
73,7,19,47,0,0,0,1,1,0,1,16,0,7.11314
74,1,3,51,1,1,1,0,0,0,0,13,0,5.4161
74,2,4,51,1,1,1,0,0,0,0,13,0,5.52146
74,3,5,51,1,1,1,0,0,0,0,13,0,5.59842
74,4,6,45,0,0,1,0,0,0,0,13,0,5.70378
74,5,7,50,0,0,1,0,0,0,0,13,0,5.76832
74,6,8,50,1,0,1,0,0,0,0,13,0,5.8861
74,7,9,52,1,0,1,0,0,0,0,13,0,5.85793
75,1,23,36,1,1,1,0,1,0,0,8,1,5.66988
75,2,24,51,1,1,1,0,1,0,0,8,1,5.99146
75,3,25,51,1,1,1,0,1,0,0,8,1,6.08677
75,4,26,24,1,1,1,0,1,0,0,8,1,6.17379
75,5,27,50,1,1,1,0,1,0,0,8,1,6.25575
75,6,28,51,1,1,1,0,1,0,0,8,1,6.43775
75,7,29,47,1,1,1,0,1,0,0,8,1,6.44572
76,1,9,51,1,0,0,1,1,0,0,13,0,5.16479
76,2,10,47,0,0,0,1,1,0,0,13,0,5.62762
76,3,11,50,1,0,0,0,1,0,0,13,0,5.84354
76,4,12,48,1,0,0,0,1,0,0,13,0,5.96101
76,5,13,47,1,0,0,0,1,0,1,13,0,6.02828
76,6,14,47,1,0,0,0,1,0,1,13,0,6.15273
76,7,15,49,1,0,0,0,1,0,0,13,0,6.24611
77,1,10,48,0,0,1,0,1,0,0,10,0,5.52146
77,2,11,52,1,0,1,0,1,0,0,10,0,5.70378
77,3,12,51,1,1,1,0,1,0,0,10,0,6.20456
77,4,13,50,1,0,1,0,1,0,0,10,0,6.05912
77,5,14,39,1,0,1,0,1,0,0,10,0,6.19848
77,6,15,29,1,1,1,0,1,0,0,10,0,6.16121
77,7,16,39,1,0,1,0,1,0,0,10,0,6.2804
78,1,37,44,1,0,0,0,1,0,0,12,0,5.70378
78,2,38,52,1,0,1,1,0,0,0,12,0,5.78383
78,3,39,46,1,0,1,1,0,0,0,12,0,5.78383
78,4,40,48,1,0,1,1,0,0,0,12,0,6.16331
78,5,41,49,1,0,1,1,0,0,0,12,0,6.21461
78,6,42,50,1,0,1,1,0,0,0,12,0,6.21461
78,7,43,50,1,0,1,1,0,0,0,12,0,6.30992
79,1,10,50,1,0,0,0,0,1,0,8,0,5.42935
79,2,11,50,1,0,0,0,0,1,0,8,0,5.47227
79,3,12,50,1,0,0,0,0,1,0,8,0,5.64545
79,4,13,50,1,0,0,0,0,1,0,8,0,5.68698
79,5,14,37,1,0,0,0,0,1,0,8,0,5.85793
79,6,15,50,1,0,0,0,0,1,0,8,0,5.95324
79,7,16,50,1,0,0,0,0,1,0,8,0,6.05209
80,1,5,48,0,1,0,0,1,0,0,17,0,6.74524
80,2,6,50,0,1,0,0,1,0,0,17,0,6.81674
80,3,7,50,0,1,0,0,1,0,0,17,0,6.65929
80,4,8,50,0,1,0,0,1,0,0,17,0,7.09008
80,5,9,50,0,1,0,0,1,0,0,17,0,7.07918
80,6,10,50,0,1,0,0,1,0,0,17,0,6.98472
80,7,11,50,0,1,0,0,1,0,0,17,0,7.26193
81,1,6,46,1,0,0,1,1,0,1,16,0,6.35437
81,2,7,48,1,0,0,1,1,0,1,16,0,6.33683
81,3,8,47,1,0,0,1,1,0,1,16,0,6.43775
81,4,9,49,1,0,0,1,1,0,1,16,0,6.39693
81,5,10,49,0,0,0,1,1,0,0,16,0,7.23346
81,6,11,49,0,0,0,1,1,0,0,16,0,7.35883
81,7,12,50,1,0,0,1,1,0,0,16,0,7.17319
82,1,22,50,1,0,1,0,1,0,1,12,0,6.62007
82,2,23,49,1,0,1,0,1,0,1,12,0,6.66568
82,3,24,44,1,0,1,0,1,0,1,12,0,6.81454
82,4,25,38,1,0,1,0,1,0,1,12,0,6.88857
82,5,26,49,1,0,1,0,1,0,1,12,0,6.9575
82,6,27,50,1,0,1,0,1,0,1,12,0,6.93342
82,7,28,36,1,0,1,0,1,0,1,12,0,7.06561
83,1,12,47,1,0,0,1,0,0,1,12,0,6.12249
83,2,13,46,1,0,0,1,0,0,1,12,0,6.08904
83,3,14,47,1,0,0,1,0,0,1,12,0,6.29157
83,4,15,42,1,0,0,1,0,0,1,12,0,6.39693
83,5,16,48,1,0,0,1,0,0,1,12,0,6.49072
83,6,17,47,1,0,0,1,0,0,1,12,0,6.59715
83,7,18,46,1,0,0,1,0,0,1,12,0,6.56386
84,1,38,42,0,0,1,1,1,0,0,17,1,6.58617
84,2,39,34,0,0,1,1,1,0,0,17,1,6.62007
84,3,40,48,0,0,1,1,1,0,0,17,1,6.62007
84,4,41,46,0,0,1,1,1,0,0,17,1,6.40192
84,5,42,49,0,0,1,1,1,0,0,17,1,6.77422
84,6,43,34,0,0,1,1,1,0,0,17,1,6.9256
84,7,44,47,0,0,1,1,1,0,0,17,1,6.70073
85,1,15,51,1,1,0,0,1,0,1,7,0,6.16331
85,2,16,49,1,1,0,0,1,0,1,7,0,6.22654
85,3,17,50,1,1,0,0,1,0,1,7,0,6.32077
85,4,18,50,1,1,0,0,0,0,1,7,0,6.4552
85,5,19,48,1,1,0,0,0,0,1,7,0,6.51471
85,6,20,50,1,1,0,0,0,0,1,7,0,6.62007
85,7,21,49,1,1,0,0,0,0,1,7,0,6.66823
86,1,3,37,0,0,1,1,0,1,0,12,0,6.21461
86,2,4,49,0,0,1,1,0,1,0,12,0,6.71538
86,3,5,38,0,0,1,1,0,1,0,12,0,6.43775
86,4,6,49,0,0,1,1,0,1,0,12,0,6.65673
86,5,7,39,0,1,1,1,0,1,0,12,0,6.65929
86,6,8,51,0,1,1,1,0,1,0,12,0,6.86485
86,7,9,48,0,0,1,1,0,1,0,12,0,6.65286
87,1,12,41,1,0,0,1,1,0,1,14,0,6.54247
87,2,13,49,1,0,0,1,1,0,1,14,0,6.60259
87,3,14,32,1,0,0,1,1,0,1,14,0,6.74641
87,4,15,50,1,0,0,1,1,0,1,14,0,6.86485
87,5,16,46,1,0,0,1,1,0,1,14,0,6.95845
87,6,17,49,1,0,0,1,1,0,1,14,0,7.01392
87,7,18,49,1,0,0,1,1,0,1,14,0,7.11558
88,1,5,49,0,1,0,1,1,0,0,15,0,6.3699
88,2,6,48,0,1,0,1,1,0,0,15,0,6.39693
88,3,7,48,0,1,0,1,1,0,0,15,0,6.55962
88,4,8,48,0,0,0,1,1,0,0,15,0,6.73102
88,5,9,48,0,0,0,1,1,0,0,15,0,6.86485
88,6,10,47,0,1,0,1,1,0,0,15,0,7.15462
88,7,11,49,0,1,0,1,1,0,0,15,0,7.2724
89,1,11,48,0,0,0,0,1,0,0,12,1,6.05209
89,2,12,47,0,0,0,0,1,0,0,12,1,6.02345
89,3,13,50,0,0,0,0,1,0,0,12,1,6.30992
89,4,14,50,0,0,0,1,1,0,0,12,1,6.38012
89,5,15,49,0,0,0,1,1,0,0,12,1,6.65929
89,6,16,49,0,0,0,1,1,0,0,12,1,6.68461
89,7,17,49,0,0,0,1,1,0,0,12,1,6.73934
90,1,1,48,0,0,0,1,0,1,0,12,0,6.21461
90,2,2,48,0,0,0,1,0,1,0,12,0,6.21461
90,3,3,48,0,0,0,1,0,1,0,12,0,6.30992
90,4,4,48,0,0,0,1,0,1,0,12,0,6.39693
90,5,5,47,0,0,0,1,0,1,0,12,0,6.21461
90,6,6,47,0,0,0,1,0,1,0,12,0,6.39693
90,7,7,49,0,0,0,1,0,1,0,12,0,6.65286
91,1,10,39,1,0,0,1,1,0,1,7,0,6.34388
91,2,11,21,1,1,0,1,1,0,1,7,0,6.41346
91,3,12,40,1,1,0,1,1,0,1,7,0,6.72743
91,4,13,50,1,1,0,1,1,0,1,7,0,6.76504
91,5,14,50,1,1,0,1,1,0,1,7,0,6.85646
91,6,15,43,1,1,0,1,1,0,1,7,0,7.00307
91,7,16,42,1,1,0,1,1,0,1,7,0,7.17012
92,1,5,50,1,0,1,0,1,0,1,14,0,6.47697
92,2,6,49,1,0,1,0,1,0,1,14,0,6.58617
92,3,7,45,1,0,1,0,1,0,1,14,0,6.7334
92,4,8,38,1,0,1,0,1,0,1,14,0,6.81344
92,5,9,48,1,0,1,0,1,0,1,14,0,6.9613
92,6,10,17,0,0,1,0,1,0,0,14,0,6.50279
92,7,11,47,0,0,1,0,1,0,1,14,0,6.70196
93,1,33,49,1,1,1,0,1,0,1,7,0,5.99146
93,2,34,34,1,1,1,0,1,0,0,7,0,6.17794
93,3,35,51,1,1,1,0,1,0,0,7,0,6.17794
93,4,36,50,1,1,1,0,1,0,1,7,0,6.39693
93,5,37,50,1,1,1,0,1,0,1,7,0,6.50129
93,6,38,46,1,1,1,0,1,0,1,7,0,6.60665
93,7,39,31,1,1,1,0,1,0,1,7,0,6.90776
94,1,11,36,0,0,0,1,1,0,1,17,0,6.79122
94,2,12,36,0,0,0,1,1,0,1,17,0,6.84588
94,3,13,38,0,0,0,1,1,0,1,17,0,6.87213
94,4,14,36,0,0,0,1,1,0,1,17,0,6.95655
94,5,15,38,0,0,0,1,1,0,1,17,0,7.09672
94,6,16,41,0,0,0,1,1,0,1,17,0,7.16085
94,7,17,34,0,0,0,1,1,0,1,17,0,7.16085
95,1,37,48,1,1,0,1,1,0,1,8,0,6.28413
95,2,38,48,1,1,0,1,1,0,1,8,0,6.32794
95,3,39,35,1,1,0,1,1,0,1,8,0,6.47697
95,4,40,47,1,1,0,1,1,0,1,8,0,6.50429
95,5,41,46,1,1,0,1,1,0,1,8,0,6.58755
95,6,42,47,1,1,0,1,1,0,1,8,0,6.76504
95,7,43,47,1,1,0,1,1,0,1,8,0,6.81014
96,1,29,50,0,1,0,1,1,0,0,16,0,6.90575
96,2,30,50,0,1,0,1,1,0,0,16,0,6.90575
96,3,31,50,0,1,0,1,1,0,0,16,0,7.34601
96,4,32,49,0,1,0,1,1,0,0,16,0,7.20786
96,5,33,49,0,1,0,1,1,0,0,16,0,7.52294
96,6,34,48,0,1,0,1,1,0,0,16,0,7.67601
96,7,35,49,0,1,0,1,1,0,0,16,0,7.78322
97,1,30,39,1,0,1,0,1,0,0,11,0,6.10925
97,2,31,50,1,0,1,0,1,0,0,11,0,6.22654
97,3,32,50,1,0,1,0,1,0,0,11,0,6.31355
97,4,33,49,1,0,1,0,1,0,0,11,0,6.41999
97,5,34,49,1,0,1,0,0,0,0,11,0,6.51471
97,6,35,49,1,0,1,0,0,0,0,11,0,6.62804
97,7,36,48,1,0,1,0,0,0,0,11,0,6.83195
98,1,16,50,0,1,1,1,1,0,0,17,0,6.72743
98,2,17,52,0,1,1,1,1,0,0,17,0,6.8977
98,3,18,52,0,0,1,1,1,0,0,17,0,6.98379
98,4,19,52,0,1,1,1,1,0,0,17,0,7.07918
98,5,20,50,0,1,1,1,1,0,0,17,0,7.17012
98,6,21,50,0,1,1,1,1,0,0,17,0,7.14756
98,7,22,50,0,1,1,1,1,0,0,17,0,7.36518
99,1,12,49,1,1,0,1,0,0,0,12,0,5.78074
99,2,13,49,1,1,0,1,0,0,0,12,0,5.826
99,3,14,50,1,1,0,1,0,0,0,12,0,5.84644
99,4,15,45,1,1,0,1,0,0,0,12,0,5.95584
99,5,16,47,1,1,0,1,0,0,0,12,0,6.06611
99,6,17,45,0,1,0,1,0,0,0,12,0,6.19032
99,7,18,49,1,1,0,1,0,0,0,12,0,6.23637
100,1,8,44,1,0,0,1,1,0,0,11,0,5.99146
100,2,9,51,1,0,0,1,1,0,0,11,0,6.10925
100,3,10,51,1,0,0,1,1,0,0,11,0,6.39693
100,4,11,51,1,0,0,1,1,0,0,11,0,6.39693
100,5,12,50,1,0,0,1,1,0,0,11,0,6.47697
100,6,13,51,1,0,0,1,1,0,0,11,0,6.47697
100,7,14,51,1,0,0,1,1,0,0,11,0,6.55108
101,1,29,47,1,1,0,1,1,0,0,14,0,6.69703
101,2,30,47,1,1,0,1,1,0,0,14,0,6.79682
101,3,31,36,1,1,0,1,1,0,0,14,0,6.89467
101,4,32,46,1,1,0,1,1,0,0,14,0,6.96885
101,5,33,43,0,1,0,1,0,0,0,14,0,6.9256
101,6,34,44,1,1,0,1,1,0,0,14,0,7.18007
101,7,35,45,0,1,0,1,1,0,0,14,0,7.17242
102,1,3,50,0,1,0,1,0,0,0,17,0,6.68461
102,2,4,50,0,1,0,1,0,0,0,17,0,6.80239
102,3,5,49,0,1,0,1,0,0,0,17,0,6.90776
102,4,6,48,0,1,0,1,0,0,0,17,0,7.04752
102,5,7,49,0,1,0,1,0,0,0,17,0,7.04752
102,6,8,49,0,1,0,1,0,0,0,17,0,7.31322
102,7,9,49,0,1,0,1,0,0,0,17,0,7.43838
103,1,14,35,0,0,0,1,1,0,0,16,0,6.30992
103,2,15,35,0,0,0,1,1,0,0,16,0,6.58617
103,3,16,44,0,0,0,1,1,0,0,16,0,6.62007
103,4,17,43,0,0,0,1,1,0,0,16,0,6.90776
103,5,18,42,0,0,0,1,1,0,0,16,0,6.96602
103,6,19,42,0,0,0,1,1,0,0,16,0,7.06902
103,7,20,43,0,0,0,1,1,0,0,16,0,6.95655
104,1,17,52,1,1,1,1,0,0,0,7,0,5.73657
104,2,18,51,1,1,1,1,0,0,0,7,0,5.81413
104,3,19,50,1,1,1,1,0,0,0,7,0,5.8999
104,4,20,50,1,1,1,1,0,0,0,7,0,5.94017
104,5,21,50,1,1,1,1,0,0,0,7,0,6.13123
104,6,22,49,1,1,1,1,0,0,0,7,0,6.13123
104,7,23,48,1,1,1,1,0,0,0,7,0,6.10925
105,1,11,49,0,0,1,1,0,0,0,14,0,6.67203
105,2,12,48,0,0,1,1,0,0,0,14,0,6.84268
105,3,13,47,0,0,1,1,0,0,0,14,0,6.84055
105,4,14,48,0,0,1,1,0,0,0,14,0,6.85646
105,5,15,49,0,0,1,1,0,0,0,14,0,6.99485
105,6,16,46,0,0,1,1,1,0,0,14,0,7.05618
105,7,17,47,0,0,1,1,1,0,0,14,0,7.29709
106,1,6,49,0,0,1,1,1,0,0,12,0,6.36303
106,2,7,51,0,0,1,1,1,0,0,12,0,6.47697
106,3,8,50,0,0,1,1,1,0,0,12,0,6.57228
106,4,9,49,0,0,1,1,1,0,0,12,0,6.65929
106,5,10,49,0,0,1,1,1,0,0,12,0,6.80239
106,6,11,48,0,0,1,1,1,0,0,12,0,6.58893
106,7,12,49,0,1,1,1,1,0,0,12,0,6.76849
107,1,31,47,0,1,0,1,1,0,0,12,0,6.90575
107,2,32,48,0,1,0,1,1,0,0,12,0,6.90575
107,3,33,48,0,1,0,1,1,0,0,12,0,7.1309
107,4,34,45,0,1,0,1,1,0,0,12,0,7.1309
107,5,35,41,0,1,0,1,1,0,0,12,0,7.31322
107,6,36,42,0,1,0,1,1,0,0,12,0,7.32975
107,7,37,47,0,1,0,1,1,0,0,12,0,7.49554
108,1,15,31,1,1,0,0,1,0,1,12,0,6.24611
108,2,16,51,1,1,0,0,1,0,0,12,0,6.21461
108,3,17,45,1,1,0,0,1,0,1,12,0,6.47697
108,4,18,49,1,1,0,0,1,0,1,12,0,6.49677
108,5,19,48,1,1,0,0,1,0,1,12,0,6.61473
108,6,20,47,1,1,0,0,1,0,1,12,0,6.74524
108,7,21,45,1,1,0,0,1,0,1,12,0,7.1309
109,1,25,48,0,1,0,1,1,0,1,12,0,6.74524
109,2,26,48,0,1,0,1,1,0,0,12,0,6.81344
109,3,27,48,0,1,0,1,1,0,0,12,0,6.87213
109,4,28,47,0,1,0,1,1,0,0,12,0,7.10661
109,5,29,47,0,1,0,1,1,0,0,12,0,7.24423
109,6,30,47,1,1,0,1,1,0,0,12,0,7.2998
109,7,31,49,0,1,0,1,1,0,0,12,0,7.37776
110,1,37,47,0,1,0,1,1,0,1,12,0,6.50728
110,2,38,46,0,1,0,1,1,0,1,12,0,6.55108
110,3,39,46,0,1,0,1,1,0,1,12,0,6.8773
110,4,40,46,0,1,0,1,1,0,1,12,0,6.55108
110,5,41,47,0,1,0,1,1,0,1,12,0,7.04752
110,6,42,47,0,1,0,1,1,0,1,12,0,6.83411
110,7,43,40,0,1,0,1,1,0,1,12,0,6.74524
111,1,6,50,1,0,0,0,0,0,0,13,0,6.10925
111,2,7,49,1,0,0,0,0,0,0,13,0,6.31355
111,3,8,49,1,0,0,0,0,0,0,13,0,6.45362
111,4,9,49,0,0,0,1,0,0,0,13,0,6.68461
111,5,10,51,0,0,0,1,0,0,0,13,0,6.79122
111,6,11,52,0,0,0,1,0,0,0,13,0,6.83518
111,7,12,49,0,0,0,1,0,0,0,13,0,6.96791
112,1,19,49,0,0,0,1,0,0,0,13,0,6.90575
112,2,20,49,0,0,0,1,0,0,0,13,0,6.90575
112,3,21,49,0,0,0,1,0,0,0,13,0,7.1107
112,4,22,48,0,0,0,1,0,0,0,13,0,7.25134
112,5,23,46,0,0,0,1,0,0,0,13,0,7.34601
112,6,24,46,0,0,0,1,0,0,0,13,0,7.34601
112,7,25,48,0,0,0,1,0,0,0,13,0,7.2998
113,1,27,39,0,0,0,1,1,0,0,17,0,6.90575
113,2,28,36,0,0,0,1,1,0,0,17,0,6.90575
113,3,29,50,0,0,0,1,1,0,0,17,0,7.17012
113,4,30,48,0,0,0,1,1,0,0,17,0,7.4553
113,5,31,48,0,0,0,1,1,0,0,17,0,7.56008
113,6,32,39,0,0,0,1,1,0,0,17,0,7.37212
113,7,33,39,0,0,0,1,1,0,0,17,0,7.75577
114,1,29,50,0,0,0,1,1,0,0,17,0,6.28972
114,2,30,50,0,0,0,1,1,0,0,17,0,6.3613
114,3,31,50,0,0,0,0,1,0,0,17,0,6.43615
114,4,32,50,0,0,0,0,1,0,0,17,0,6.43455
114,5,33,49,0,0,0,0,1,0,0,17,0,6.41182
114,6,34,49,0,0,0,0,1,0,0,17,0,6.3699
114,7,35,49,0,0,0,0,1,0,0,17,0,6.4677
115,1,14,49,0,1,0,0,1,0,0,12,0,6.69456
115,2,15,49,0,1,0,0,1,0,0,12,0,6.76849
115,3,16,49,0,1,0,0,1,0,0,12,0,6.90776
115,4,17,49,0,1,0,0,1,0,0,12,0,7.03966
115,5,18,49,0,1,0,0,1,0,0,12,0,7.02554
115,6,19,49,0,1,0,0,1,0,0,12,0,7.22766
115,7,20,48,1,1,0,0,1,0,0,12,0,7.21229
116,1,14,50,1,1,0,0,1,0,1,14,0,6.74052
116,2,15,50,1,1,0,0,1,0,1,14,0,6.82979
116,3,16,49,1,1,0,0,1,0,1,14,0,6.80239
116,4,17,48,1,1,0,0,1,0,1,14,0,6.94698
116,5,18,50,1,1,0,0,1,0,1,14,0,7.01031
116,6,19,49,1,1,0,0,1,0,1,14,0,7.13569
116,7,20,48,1,1,0,0,1,0,1,14,0,7.06817
117,1,14,38,0,0,0,1,0,1,0,17,0,6.57925
117,2,15,36,0,0,0,1,0,1,1,17,0,6.39693
117,3,16,39,0,0,0,1,0,1,1,17,0,6.62007
117,4,17,42,0,0,0,1,0,1,1,17,0,6.7093
117,5,18,39,0,0,0,1,0,1,1,17,0,6.76849
117,6,19,27,0,0,0,1,0,1,1,17,0,6.93537
117,7,20,43,0,0,0,1,0,1,1,17,0,7.04752
118,1,25,41,1,1,0,0,1,0,1,9,0,6.58617
118,2,26,48,1,1,0,0,1,0,1,9,0,6.68461
118,3,27,48,1,1,0,0,1,0,1,9,0,6.71538
118,4,28,47,1,1,0,0,1,0,1,9,0,6.77422
118,5,29,41,1,1,0,0,1,0,1,9,0,6.85646
118,6,30,43,1,1,0,0,1,0,1,9,0,6.91672
118,7,31,47,1,1,0,0,1,0,1,9,0,6.99942
119,1,16,50,0,0,0,1,1,0,0,17,0,6.90575
119,2,17,50,0,0,0,1,1,0,0,17,0,6.90575
119,3,18,51,0,0,0,1,1,0,0,17,0,8.08641
119,4,19,49,0,0,0,1,1,0,0,17,0,8.22951
119,5,20,52,0,0,0,1,1,0,0,17,0,7.90986
119,6,21,50,0,1,0,1,1,0,0,17,0,8.12089
119,7,22,50,0,0,0,1,1,0,0,17,0,8.537
120,1,14,51,1,1,0,1,1,0,0,12,0,6.24417
120,2,15,50,1,1,0,1,1,0,0,12,0,6.39693
120,3,16,50,1,1,0,1,1,0,0,12,0,6.90776
120,4,17,49,1,1,0,1,1,0,0,12,0,6.90776
120,5,18,50,1,1,0,1,1,0,0,12,0,6.77194
120,6,19,50,1,1,0,1,1,0,0,12,0,6.86693
120,7,20,49,1,1,0,1,1,0,0,12,0,6.90776
121,1,13,51,0,1,0,1,1,0,0,16,0,6.90575
121,2,14,49,0,1,0,1,1,0,0,16,0,6.90575
121,3,15,49,0,1,0,0,0,0,0,16,0,7.46737
121,4,16,48,0,1,0,0,0,0,0,16,0,7.52294
121,5,17,49,0,1,0,0,0,0,0,16,0,7.6009
121,6,18,50,0,1,0,0,0,0,0,16,0,7.50769
121,7,19,49,0,1,0,0,0,0,0,16,0,7.64969
122,1,15,49,1,0,0,0,1,0,1,12,0,6.62007
122,2,16,48,1,0,0,0,1,0,1,12,0,6.71417
122,3,17,48,1,0,0,0,1,0,1,12,0,6.81892
122,4,18,49,1,0,0,0,1,0,1,12,0,6.97635
122,5,19,48,1,0,0,0,1,0,1,12,0,6.92658
122,6,20,49,1,0,0,0,1,0,1,12,0,7.00307
122,7,21,50,1,0,0,0,1,0,1,12,0,7.00307
123,1,27,47,1,1,1,0,1,0,1,8,0,6.30992
123,2,28,43,1,1,1,0,1,0,1,8,0,6.55108
123,3,29,50,1,1,1,0,1,0,1,8,0,6.56526
123,4,30,47,1,1,1,0,1,0,1,8,0,6.74524
123,5,31,47,1,1,1,0,1,0,1,8,0,6.93925
123,6,32,39,1,1,1,0,1,0,1,8,0,6.95655
123,7,33,29,1,1,1,0,1,0,1,8,0,7.00307
124,1,28,49,0,0,1,0,1,0,0,16,0,6.8977
124,2,29,50,0,0,1,0,1,0,0,16,0,6.90575
124,3,30,49,0,0,1,0,1,0,0,16,0,7.17012
124,4,31,49,0,0,1,0,1,0,0,16,0,7.31322
124,5,32,49,0,0,1,0,1,0,0,16,0,7.37776
124,6,33,49,0,0,1,0,1,0,0,16,0,7.49554
124,7,34,47,0,0,1,0,1,0,0,16,0,7.49554
125,1,14,38,1,1,1,1,1,0,1,12,0,6.22059
125,2,15,49,1,1,1,1,1,0,1,12,0,6.30079
125,3,16,49,1,1,1,1,1,0,1,12,0,6.37673
125,4,17,49,1,1,1,1,1,0,1,12,0,6.50129
125,5,18,49,1,1,1,1,1,0,1,12,0,6.62007
125,6,19,49,1,1,1,1,1,0,1,12,0,6.78672
125,7,20,49,1,1,1,1,1,0,1,12,0,6.91672
126,1,3,38,1,1,0,0,1,0,0,12,0,6.41673
126,2,4,51,1,1,0,0,1,0,0,12,0,6.4892
126,3,5,49,1,1,0,0,1,0,0,12,0,6.6174
126,4,6,51,1,1,0,0,1,0,0,12,0,6.70564
126,5,7,51,1,1,0,0,1,0,0,12,0,6.85646
126,6,8,50,1,0,0,0,1,0,0,12,0,6.43775
126,7,9,52,1,0,0,0,1,0,0,12,0,5.7462
127,1,28,51,1,0,0,1,1,0,1,14,0,6.83518
127,2,29,48,1,0,0,1,1,0,1,14,0,6.90575
127,3,30,48,1,0,0,1,1,0,1,14,0,7.08171
127,4,31,45,1,0,0,1,1,0,1,14,0,7.09838
127,5,32,48,1,0,0,1,1,0,1,14,0,7.37776
127,6,33,49,1,0,0,1,1,0,1,14,0,7.43838
127,7,34,37,1,0,0,1,1,0,1,14,0,7.35244
128,1,27,48,1,0,0,0,1,0,0,12,0,5.52146
128,2,28,30,1,0,0,0,1,0,0,12,0,5.89715
128,3,29,50,1,1,0,0,1,0,1,12,0,6.35611
128,4,30,50,1,1,0,0,1,0,1,12,0,6.47697
128,5,31,49,1,1,0,0,1,0,1,12,0,6.54679
128,6,32,42,1,1,0,0,1,0,1,12,0,6.65673
128,7,33,41,1,1,0,1,1,0,0,12,0,6.76273
