brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
1169,Fitger's Brewhouse,1240253213,4.0,4.5,4.5,Buebie,American Double / Imperial IPA,3.0,4.0,Skyline Imperial Pale,8.0,15367
35,Boston Beer Company (Samuel Adams),1101855288,3.5,2.5,3.5,soper2000,Fruit / Vegetable Beer,3.5,2.5,Samuel Adams Cranberry Lambic,5.9,1903
113,Samuel Smith Old Brewery (Tadcaster),1208399156,4.5,3.5,3.0,bayoubeerguy,Euro Pale Lager,4.0,4.0,Samuel Smith's Organically Produced Lager Beer,5.0,778
751,Big Sky Brewing Company,1252348440,4.5,4.0,4.0,MrHungryMonkey,American Pale Wheat Ale,4.0,4.0,Montana Trout Slayer Ale,5.0,38636
454,Arcadia Brewing Company,1199590959,4.0,4.0,4.0,plaztikjezuz,Old Ale,4.0,4.0,Arcadia Big Dick's Olde Ale,8.0,33426
28,Anchor Brewing Company,1259440716,4.5,4.5,4.5,yesyouam,Winter Warmer,4.0,4.5,Our Special Ale 2009 (Anchor Christmas Ale),5.5,53863
18149,The Lost Abbey,1267559948,4.0,4.0,4.0,Lunch,Quadrupel (Quad),4.5,4.5,Judgment Day,10.5,34415
13307,Mikkeller ApS,1234480226,4.5,4.5,4.0,johnnnniee,American Double / Imperial Stout,4.0,4.5,Beer Geek Breakfast,7.5,28877
743,Lancaster Brewing Company,1139729198,3.5,3.0,2.5,Phatz,Fruit / Vegetable Beer,3.0,3.0,Strawberry Wheat Beer,4.9,7932
1549,Goose Island Beer Co.,1304738593,4.0,3.0,3.5,tewaris,American Double / Imperial Stout,5.0,3.5,Big John,11.5,67156
2210,Firestone Walker Brewing Co.,1294457711,4.0,4.0,3.5,beer2day,English Pale Ale,4.0,3.5,Double Barrel Ale,5.0,5653
158,Great Divide Brewing Company,1302706887,4.0,3.5,4.0,capeannbass36,American Barleywine,4.0,3.5,Old Ruffian Barley Wine,10.2,20931
26,Three Floyds Brewing Co. & Brewpub,1249837353,4.5,5.0,4.0,gunnerman,American Pale Wheat Ale,4.0,4.5,Gumballhead,4.5,9478
196,Brouwerij De Smedt / Brouwerij Affligem,1274907092,3.0,3.0,3.5,rhoadsrage,Belgian Strong Dark Ale,3.5,3.0,Affligem Noël,9.0,2311
272,Carib Brewery Limited,1213387803,1.5,2.0,1.0,zeff80,Herbed / Spiced Beer,2.0,2.0,Carib Shandy (red),1.2,29256
1602,Big Hole Brewing Company,1200009860,3.5,3.5,2.5,CAMRAhardliner,American Adjunct Lager,3.0,3.0,Yankee Jim Honey Ice,5.5,40079
30,Avery Brewing Company,1301882363,4.0,4.0,4.0,NefariousR,American Double / Imperial IPA,4.0,4.0,Maharaja,10.3,22352
13307,Mikkeller ApS,1294802683,4.5,5.0,4.5,laituegonflable,American IPA,4.0,4.0,Cascade Single Hop IPA,6.8,29688
132,Rogue Ales,1123589615,4.5,4.0,4.0,Derek,American Amber / Red Ale,4.0,4.0,American Amber Ale,5.6,363
13307,Mikkeller ApS,1270093345,5.0,4.5,4.5,Arenbeer,American Double / Imperial Stout,4.5,4.5,Beer Geek Breakfast,7.5,28877
393,Heavyweight Brewing Co.,1097967788,4.0,4.5,4.5,merlin48,Baltic Porter,4.5,5.0,Perkuno's Hammer Imperial Porter,8.0,1144
1315,Klosterbrauerei Weltenburg,1132012842,3.5,3.5,4.0,GClarkage,Märzen / Oktoberfest,3.5,3.5,Weltenburger Kloster Winter-Traum,5.2,7167
735,21st Amendment Brewery,1263945005,4.0,3.5,4.0,mutterfudder,American IPA,4.5,3.5,21st Amendment IPA,7.0,20781
147,Stone Brewing Co.,1186371033,4.0,3.5,3.5,rajendra82,Belgian Strong Pale Ale,4.0,4.0,Stone 07.07.07 Vertical Epic Ale,8.4,37326
5318,Port Brewing Company / Pizza Port,1297151834,3.5,4.0,4.0,womencantsail,American Double / Imperial Stout,3.5,4.0,Achievement Beyond Life's Experiences (A.B.L.E.) (Pizza Port Ocean Beach),8.2,66045
11056,Les Trois Mousquetaires,1285235521,4.0,3.5,4.0,dgilks,Altbier,4.0,4.0,Série Signature Sticke Alt,6.0,56209
10099,Dogfish Head Brewery,1303275447,4.5,3.5,4.5,litheum94,Russian Imperial Stout,5.0,5.0,Miles Davis' Bitches Brew,9.0,59151
259,Brouwerij St. Bernardus NV,1319143778,4.0,4.5,4.0,olimpia84,Quadrupel (Quad),3.5,4.0,St. Bernardus Abt 12,10.0,1708
700,Elysian Brewing Company,1262743036,3.5,3.0,4.0,ccrida,American Pale Ale (APA),4.0,3.0,Erik The Red,5.9,55251
29,Anheuser-Busch,1263423318,3.0,3.5,4.0,TheMightyGUEST,Winter Warmer,3.5,3.5,Winter's Bourbon Cask Ale,6.0,27354
45,Brooklyn Brewery,1292999666,5.0,4.0,4.0,DrDemento456,Russian Imperial Stout,4.0,4.5,Brooklyn Black Chocolate Stout,10.0,680
147,Stone Brewing Co.,1233273464,5.0,4.0,4.0,brewintheLou,American Strong Ale,4.5,4.5,Arrogant Bastard Ale,7.2,92
168,"M&#283;&#357;anský Pivovar Havlí&#269;k&#367;v Brod, A.S.",1297641907,4.0,3.0,3.5,tempest,Czech Pilsener,4.0,3.5,Rebel,4.4,655
16271,Bull Falls Brewery,1281972781,4.5,4.0,4.5,emerge077,Kölsch,4.0,4.5,Square Up 400,,61088
73,Great Lakes Brewing Company,1214924417,4.0,3.5,4.0,brushtachio,Dortmunder / Export Lager,4.0,4.5,Great Lakes Imperial Dortmunder,7.5,42571
35,Boston Beer Company (Samuel Adams),1268361371,4.0,3.5,4.0,abrand,Czech Pilsener,3.5,3.5,Samuel Adams Noble Pils,4.9,54904
738,Brasserie Fantôme,1115265161,4.0,4.0,5.0,WetCoaster,Saison / Farmhouse Ale,4.0,4.0,Fantôme La Gourmande,7.0,10010
345,Victory Brewing Company,1200775526,4.5,4.5,4.0,Dodo2step,Munich Helles Lager,4.5,4.5,Victory Lager,4.8,1002
1549,Goose Island Beer Co.,1106706090,4.5,3.5,4.0,bditty187,Dubbel,4.0,4.0,Pere Jacques,8.0,16807
2144,McCoy's Public House,1289167361,3.5,3.5,4.0,Tone,English Brown Ale,3.5,3.5,Hog Pound Brown Ale,5.7,5838
18149,The Lost Abbey,1310606347,4.0,3.5,4.0,JAXSON,Belgian Strong Dark Ale,4.0,3.5,Sinners Blend 2008,8.0,43867
590,New Glarus Brewing Company,1204334486,4.5,4.0,3.5,brdc,American Stout,3.5,4.0,Coffee Stout,5.75,2810
402,Old Dominion Brewing Company,1170480022,3.0,4.0,3.0,SilentSabre,American Stout,2.0,3.0,Dominion Oak Barrel Stout,6.1,1192
10279,OPA-OPA Steakhouse & Brewery,1223693142,5.0,3.5,4.0,tchurchill7,American IPA,4.5,4.5,Opa Opa IPA,6.0,20335
13014,Surly Brewing Company,1259750414,4.5,4.5,4.5,MPLS,American IPA,4.5,5.0,Furious,6.2,28203
147,Stone Brewing Co.,1158534376,5.0,4.0,4.0,timtheenchanta,American Strong Ale,3.5,4.0,Arrogant Bastard Ale,7.2,92
57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1202869507,4.5,2.5,2.0,CrazyMike,American Adjunct Lager,2.0,2.0,Sol,4.5,2803
99,Matt Brewing Company,1252211404,3.5,3.5,4.5,johnnnniee,Black & Tan,4.0,3.0,Saranac Black & Tan,5.4,906
16354,COAST Brewing Company,1281479753,4.0,4.0,4.0,drabmuh,American Double / Imperial IPA,4.0,4.0,Boy King Double IPA,9.5,49151
45,Brooklyn Brewery,1187473245,2.0,3.0,3.5,buckeyesox,English India Pale Ale (IPA),3.5,3.0,Brooklyn East India Pale Ale,6.8,147
35,Boston Beer Company (Samuel Adams),1272596476,3.5,3.5,4.0,mothman,Old Ale,3.0,3.5,LongShot Old Ben Ale,9.0,57270
16713,HopCat,1295305125,4.5,4.0,4.0,Gorgoroth,American Double / Imperial Stout,4.5,4.5,HopCat Espresso Oil Rigger,10.5,65375
14879,Hoppin' Frog Brewery,1219783820,4.0,4.0,3.5,zeff80,Hefeweizen,3.5,4.0,Wild Frog Wheat Ale,6.0,36862
477,Willimantic Brewing Co.,1293591823,3.5,4.5,4.0,akorsak,Rye Beer,4.0,4.0,Willimantic Rye Winterfest,,64826
14319,AMB - Maître Brasseur,1245650001,4.0,4.0,4.0,eat,American IPA,3.5,4.0,La Route Des Indes,6.0,31992
168,"M&#283;&#357;anský Pivovar Havlí&#269;k&#367;v Brod, A.S.",1093633977,3.0,4.0,3.5,RoyalT,Euro Dark Lager,3.0,3.0,Lev Black Lion,4.5,9395
2299,Brouwerij Strubbe,1227763436,4.0,3.0,3.0,bryanbrick,Tripel,2.5,2.5,Wittoen,8.2,23576
15526,Hopfenstark,1314652416,4.0,3.5,3.5,Rifugium,Tripel,3.5,4.0,Faust,9.0,72605
196,Brouwerij De Smedt / Brouwerij Affligem,1301269347,4.0,4.0,4.0,ksimons,Tripel,3.5,4.0,Affligem Tripel,9.5,1614
267,Odell Brewing Company,1312753864,4.0,4.0,4.0,fsvan,American Amber / Red Ale,3.5,4.0,Red,6.5,47589
199,Ballast Point Brewing Company,1271706132,4.0,4.5,4.5,augustgarage,Oatmeal Stout,4.5,4.0,Sextant Oatmeal Stout,6.4,12099
383,Live Oak Brewing Company,1209174948,5.0,4.5,4.0,WeisGuy,Hefeweizen,4.5,4.5,Live Oak HefeWeizen,5.2,1062
273,SweetWater Brewing Company,1176654677,4.0,4.0,4.5,bjohnson,American Double / Imperial Stout,4.0,4.0,Sweetwater Happy Ending Imperial Stout,9.0,19488
898,Heavy Seas Beer,1219708459,4.5,4.0,4.0,Greenlabel,Märzen / Oktoberfest,4.0,4.5,Heavy Seas - Märzen,5.75,57341
429,Alaskan Brewing Co.,1262636499,3.5,3.5,3.5,johnmichaelsen,Altbier,3.5,3.5,Alaskan Amber,5.3,1309
394,Stoudts Brewing Co.,1167784859,4.0,3.5,4.0,beerphan,Tripel,4.0,4.0,Stoudt's Triple (Belgian Abbey-Style Ale),9.0,20746
23980,Yuengling Brewery ,1313552316,3.5,4.0,2.0,tfsimpkins,Black & Tan,3.0,4.0,Yuengling Black & Tan,4.7,1381
3,Abita Brewing Co.,1252380247,3.0,2.5,3.0,CHickman,American Pale Ale (APA),3.0,3.0,Restoration Pale Ale,5.0,41195
5316,Full Sail Brewery & Tasting Room & Pub,1296842592,4.0,3.5,3.5,grub,American IPA,4.0,3.5,Wreck The Halls,6.5,7200
464,Badische Staatsbrauerei Rothaus AG,1116800065,5.0,5.0,5.0,putnam,Märzen / Oktoberfest,5.0,5.0,Rothaus Eis Zäpfle,5.6,17206
63,Deschutes Brewery,1290713534,3.0,3.5,3.5,Beerandraiderfan,Extra Special / Strong Bitter (ESB),4.0,4.0,Bachelor ESB,5.3,196
17157,Potosi Brewing Company,1240849985,4.5,4.5,4.0,mynie,Czech Pilsener,4.0,4.5,Potosi Pilsener,6.0,49430
16866,The Bruery,1248672381,5.0,5.0,4.5,gregmoscetti,American Double / Imperial Stout,5.0,5.0,Black Tuesday,18.2,51257
124,Paulaner Brauerei GmbH & Co. KG,1227539925,4.0,3.0,4.0,germanbeer1,Hefeweizen,3.5,4.5,Paulaner Hefe-Weissbier Naturtrüb,5.5,1256
15280,Atwater Block Brewery,1237675788,2.0,2.0,3.0,scoobybrew,American Porter,2.0,2.0,Atwater Vanilla Java Porter,6.0,33336
345,Victory Brewing Company,1162142198,5.0,4.0,4.0,Grundle20,German Pilsener,4.0,4.0,Prima Pils,5.3,1010
13307,Mikkeller ApS,1208973632,4.5,4.0,4.0,merlin48,American Brown Ale,4.5,4.0,Jackie Brown,5.9,33928
22,Unibroue,1304394254,3.5,4.0,4.0,mjyoung,Belgian Strong Dark Ale,4.0,4.0,Trois Pistoles,9.0,30
147,Stone Brewing Co.,1240451674,4.0,5.0,4.0,photomike,American Black Ale,4.5,4.5,Stone Sublimely Self-Righteous Ale,8.7,38470
203,Greene King / Morland Brewery,1247177111,4.0,3.0,3.5,Whiteweasel,English Pale Ale,3.5,4.0,Old Speckled Hen,5.2,637
2372,Terrapin Beer Company,1276737015,2.5,3.0,3.5,chcfan,American Black Ale,3.5,3.0,Terrapin Capt'n Krunkles Black IPA,7.5,56890
13307,Mikkeller ApS,1325099355,4.0,4.0,4.0,CuriousMonk,Belgian Strong Dark Ale,4.0,4.0,Santa's Little Helper 2009,10.9,54282
2251,Woodforde's Norfolk Ales,1298572962,4.0,3.5,5.0,Trizzle,English Brown Ale,4.0,4.0,Norfolk Nog,4.6,8134
771,Ferme Brasserie Schoune,1263005972,3.0,3.5,2.5,rodenbach99,Herbed / Spiced Beer,3.0,3.0,L'Érabière,5.0,2359
15237,De Struise Brouwers,1282582058,4.5,4.5,4.0,ElGallo,Quadrupel (Quad),4.0,4.5,Pannepot,10.0,34306
203,Greene King / Morland Brewery,1300479046,3.0,3.0,3.5,richkrull,Cream Ale,3.0,2.5,Wexford Irish Cream Ale,5.0,2635
863,Russian River Brewing Company,1267508101,4.0,4.5,4.0,mechamifune,American Double / Imperial IPA,5.0,5.0,Pliny The Younger,11.0,21690
16105,Mayflower Brewing Company,1240356921,3.5,3.5,3.5,Wasatch,American Blonde Ale,3.5,3.5,Mayflower Golden Ale,4.7,42039
694,Tröegs Brewing Company,1291051198,4.0,4.0,3.0,BeerCon5,Witbier,4.0,4.0,Scratch Beer 36 - Bruce Wit,5.5,63017
28,Anchor Brewing Company,1275616709,4.0,3.0,3.0,TKEbeerman,American Pale Ale (APA),4.0,3.5,Anchor Liberty Ale,6.0,665
1872,McKenzie Brew House,1088222995,4.0,4.0,4.0,RoyalT,Baltic Porter,4.0,4.5,Raven Baltic Porter,6.7,16581
8535,Carlsberg-Tetley Brewing Ltd,1303524468,3.5,3.0,4.0,alankwak,English Pale Ale,4.0,4.0,Tetley's English Ale,3.6,706
863,Russian River Brewing Company,1210641984,4.5,5.0,4.0,barleywinebrewer,American Wild Ale,4.5,4.5,Beatification,5.5,27992
207,Brasserie de Rochefort,1144745501,4.5,3.5,4.5,Cwrw,Belgian Strong Dark Ale,4.0,4.0,Trappistes Rochefort 6,7.5,3842
30,Avery Brewing Company,1197077713,4.0,4.0,4.5,Doomcifer,Irish Dry Stout,3.0,4.0,Out Of Bounds Stout,6.3,1830
3073,Oggi's Pizza & Brewing Co.,1166546338,4.0,4.5,4.0,SacoDeToro,American Double / Imperial IPA,4.0,4.0,Hop Juice Double IPA,9.4,18014
42,Brewery Ommegang,1213852045,5.0,4.0,4.5,steadydose,Saison / Farmhouse Ale,5.0,5.0,Hennepin (Farmhouse Saison),7.7,141
6,Brouwerij Slaghmuylder,1207579663,4.0,4.0,4.0,GPHarris,Tripel,4.0,4.0,Witkap Pater Tripel,7.5,1809
22616,Fiddler's Green Brewing Company,1180963138,3.0,3.0,2.5,Reidrover,American Blonde Ale,3.0,3.0,Fiddler's Green Blond,,37128
147,Stone Brewing Co.,1247354774,4.0,4.5,4.0,LiquidLord,American Double / Imperial IPA,4.5,4.0,Stone Ruination IPA,7.7,4083
9629,Short's Brewing Company,1233811785,3.5,4.5,4.5,Floydster,Schwarzbier,4.0,4.0,Short's Bourbon Barrel Sustenance Black Beer,6.5,42366
30,Avery Brewing Company,1090266343,3.0,4.0,4.5,Hefe,Russian Imperial Stout,4.0,4.0,The Czar,11.03,7850
119,Otter Creek Brewing / Wolaver's,1322031267,4.0,4.0,4.0,Flounder57,American Strong Ale,4.5,4.0,Otter Creek 20th Anniversary Ale,12.0,73393
1498,Brasseries Kronenbourg,1151016436,1.5,1.5,2.5,Socrates,Euro Pale Lager,3.5,1.5,Kronenbourg 1664,5.9,3970
418,Left Hand Brewing Company,1249961984,3.5,3.5,3.0,oelergud,American Pale Ale (APA),3.5,3.5,Jackman's American Pale Ale,5.2,1675
113,Samuel Smith Old Brewery (Tadcaster),1317417665,4.0,4.0,4.0,kingcrowing,English Porter,2.5,4.0,"Samuel Smith's, The Famous Taddy Porter",5.0,572
10099,Dogfish Head Brewery,1236471681,4.0,4.5,4.0,JoeBloe,American Double / Imperial Stout,4.0,4.5,World Wide Stout,18.0,2392
530,Arcense Stoombierbouwerij (Hertog Jan Brouwerij),1122667447,4.0,3.5,3.0,cypressbob,German Pilsener,3.5,3.0,Hertog Jan Pils,5.0,5859
13302,Butternuts Beer & Ale,1149550369,2.5,3.0,4.0,Gavage,American Pale Ale (APA),2.5,3.0,Porkslap Pale Ale,4.3,28751
596,Portsmouth Brewery,1302911660,2.0,3.0,4.5,COBeerBuff,Oatmeal Stout,2.0,1.5,Portsmouth Oatmeal Stout,6.0,8958
695,Manayunk Brewery and Restaurant,1217084110,3.5,4.5,4.0,tdawgydog,Fruit / Vegetable Beer,3.5,3.0,Peach Wheat,5.0,43975
96,Magic Hat Brewing Company,1139011764,4.0,4.5,4.5,Hibernator,American Porter,4.5,4.0,Batch 373,,27592
1533,O'Hanlon's Brewing Co. Ltd.,1222824418,5.0,4.0,3.5,ralree,English Pale Ale,4.0,4.0,Royal Oak Pale Ale,5.0,16169
150,"Lion Brewery, Inc.",1107534730,3.0,3.0,3.0,farHillsBrewer,American Amber / Red Lager,3.0,2.5,Pocono Lager,,2084
739,Brouwerij De Ranke,1308763811,4.5,4.5,5.0,scbrew,Belgian Pale Ale,4.5,5.0,Cuvée De Ranke,7.0,42805
11580,Santa Cruz Mountain Brewing,1264480092,3.5,3.5,3.5,RedBrewer83,American Pale Wheat Ale,3.0,3.0,Wilder Wheat,5.4,33853
1075,Caldera Brewing Company,1274399540,3.0,4.0,3.5,Bitterbill,American Pale Ale (APA),4.0,3.0,Caldera Pale Ale,5.5,25414
16322,Brouwerij Het Alternatief,1264326691,5.0,4.0,3.5,Crittervision,Belgian Strong Dark Ale,4.5,4.0,Piet-Agoras,9.0,45604
45,Brooklyn Brewery,1319155888,4.0,4.0,4.0,ummswimmin,Märzen / Oktoberfest,4.0,3.5,Brooklyn Oktoberfest Beer,5.5,570
319,Brau Union Österreich AG,1227876419,2.5,2.5,3.0,atis,Euro Pale Lager,3.0,2.0,Kaiser,5.0,9034
201,Brouwerij De Dolle Brouwers,1224765549,5.0,3.5,4.0,tempest,Tripel,4.5,4.0,De Dolle Dulle Teve (Mad Bitch),10.0,1116
13029,Thornbridge Brewery,1236465634,4.5,4.0,4.0,glid02,Russian Imperial Stout,4.0,4.0,St Petersburg Imperial Stout,7.7,27953
16866,The Bruery,1274234819,4.0,4.5,4.0,Mora2000,Old Ale,4.0,4.5,Papier,14.5,49832
81,Heineken Nederland B.V.,1227503118,2.5,2.0,2.5,Macdoyal,Euro Pale Lager,2.0,3.0,Heineken Lager Beer,5.0,246
2807,Microbrasserie Charlevoix,1298441883,5.0,4.0,4.0,crossovert,Belgian IPA,4.5,5.0,Dominus Vobiscum Lupulus,10.0,40466
287,"Bell's Brewery, Inc.",1317959549,4.5,4.5,4.0,Immortale25,American Strong Ale,4.0,4.5,Bell's 25th Anniversary Ale,8.5,60506
164,Harvey & Son Ltd.,1249096178,3.0,4.0,3.0,gford217,Russian Imperial Stout,3.0,3.0,Le Coq Imperial Extra Double Stout,10.0,438
590,New Glarus Brewing Company,1319856073,4.0,3.0,3.5,BeerBuckeye,American Black Ale,4.0,4.0,Black Top,6.9,72490
748,RCH Brewery,1305642610,3.5,3.5,3.5,stakem,English Porter,3.5,3.0,Old Slug Porter,4.5,2548
863,Russian River Brewing Company,1285389991,4.0,4.5,4.0,littlesgtpepper,American IPA,3.0,4.5,Blind Pig IPA,6.1,22790
63,Deschutes Brewery,1306902454,4.0,4.0,4.5,SkeeterHawk,American IPA,3.0,3.5,Inversion IPA,6.8,29209
394,Stoudts Brewing Co.,1161135167,4.0,4.0,4.5,FtownThrowDown,American Double / Imperial Stout,4.5,4.0,Stoudt's Fat Dog (Imperial Oatmeal Stout),9.0,20539
1549,Goose Island Beer Co.,1185752894,3.5,4.5,4.5,Durge,English Brown Ale,3.5,4.0,Nut Brown Ale,5.3,1169
860,The Vermont Pub & Brewery,1131672316,3.5,3.5,3.5,northyorksammy,Irish Dry Stout,3.0,3.0,Handsome Mick's Irish Stout,,2738
1805,Rock Art Brewery,1091227304,3.5,3.5,3.5,merlin48,American IPA,3.5,3.5,Rock Art IPA,5.0,13812
429,Alaskan Brewing Co.,1176413887,4.0,4.0,4.5,Gash,American Porter,4.5,4.5,Alaskan Smoked Porter,6.5,1769
68,Flying Dog Brewery,1143957103,3.5,3.5,3.5,HoboAGoGo,American IPA,3.5,3.0,Snake Dog IPA,7.1,205
4146,Karl Strauss Brewing Company,1307033890,3.5,3.5,4.0,womencantsail,Belgian IPA,4.0,4.0,Blackball Belgian IPA,8.5,66881
1551,Gordon Biersch Brewery Restaurant,1162152178,4.5,4.0,3.5,chilidog,Märzen / Oktoberfest,4.0,4.0,Gordon Biersch Märzen,5.7,16254
29,Anheuser-Busch,1083148731,4.0,3.5,4.0,beerluvr,Irish Dry Stout,3.5,4.0,Bare Knuckle Stout,,8842
9969,Rahr & Sons Brewing Company,1201319871,4.0,4.0,4.0,brandon30x,Schwarzbier,3.5,3.0,Ugly Pug Black Lager,4.5,21192
4315,Brasserie Thiriez,1133396368,4.0,3.5,4.5,Goldorak,Bière de Garde,4.5,4.0,LAmbrée DEsquelbecq / Thiriez Amber,5.8,9794
9790,The Duck-Rabbit Craft Brewery,1235619359,3.5,3.5,4.0,Murchmac,American Amber / Red Ale,3.5,3.5,Duck-Rabbit Amber Ale,5.5,19976
812,Marin Brewing Company,1256626953,5.0,5.0,5.0,purpletape,American Double / Imperial IPA,5.0,5.0,White Knuckle Double IPA,8.0,2749
1341,J.J. Bitting Brewing Company,1032418276,5.0,4.5,4.5,Mick,English Brown Ale,4.5,5.0,J.J.'s Nut Brown Ale,4.6,6119
257,Steel Brewing Company,1086269107,1.5,1.0,2.0,cptnjck101,American Malt Liquor,1.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
4,Allagash Brewing Company,1218937417,3.5,4.0,4.5,JoeMayo,Witbier,4.0,3.5,Allagash White,5.2,59
192,New Belgium Brewing,1321134000,4.5,3.5,4.0,ThisWangsChung,American IPA,3.5,3.5,Ranger,6.5,55081
812,Marin Brewing Company,1277352135,4.5,4.5,4.0,vacax,American Barleywine,4.0,5.0,Bourbon Barrel-Aged Old Dipsea With Brett,9.0,58684
1141,Brasserie Dieu Du Ciel,1288283428,4.5,4.5,5.0,CliffBrake,Czech Pilsener,4.5,5.0,Elixir Céleste,5.0,14749
99,Matt Brewing Company,1227809662,3.5,4.0,3.5,oldirtycaffrey,American Brown Ale,3.5,4.0,Saranac India Brown Ale,6.0,45427
73,Great Lakes Brewing Company,1270605797,4.0,4.5,4.5,jpmclaug,American Porter,3.0,4.0,Great Lakes Edmund Fitzgerald Porter,5.8,226
738,Brasserie Fantôme,1286389687,4.0,4.0,3.0,BearsOnAcid,Saison / Farmhouse Ale,3.0,4.0,Fantôme Strange Ghost,8.0,5964
12252,Falls Brewing Company,1182307067,2.5,2.5,2.5,BeerBelcher,American Blonde Ale,2.5,2.5,Falls Blonde Ale,,30906
335,New Holland Brewing Company,1186733418,3.0,3.5,3.5,shadow1961,American IPA,3.0,3.0,New Holland Mad Hatter India Pale Ale,5.25,2904
9262,"Grupo Cervezas Alhambra, SL",1175393488,3.5,4.0,4.0,albern,Euro Dark Lager,3.5,3.5,Alhambra Negra,5.4,22584
6484,Pivovariya Moskva-Efes ZAO,1071953529,4.0,3.0,4.0,Globetrotter,Euro Pale Lager,3.0,3.5,Khmelnoye,,14968
48,Brouwerij Van Steenberge N.V.,1245029070,3.5,4.0,4.5,bonsreeb85,Belgian Strong Dark Ale,4.5,4.5,Gulden Draak (Dark Triple),10.5,155
4,Allagash Brewing Company,1195603717,4.0,4.0,4.5,Traquairlover,Quadrupel (Quad),4.0,4.5,Allagash Grand Cru,7.2,58
345,Victory Brewing Company,1103325898,4.0,4.0,4.0,NJpadreFan,American Double / Imperial IPA,3.5,4.0,Hop Wallop,8.5,14916
266,Mad River Brewing Company,1289444567,4.0,4.0,4.0,GreenCard,American Barleywine,4.0,3.5,John Barleycorn Barleywine Ale,11.0,20500
10099,Dogfish Head Brewery,1266616429,4.5,4.0,4.5,david18,American IPA,4.0,4.0,60 Minute IPA,6.0,6108
18149,The Lost Abbey,1229062812,3.5,3.5,4.0,tytoanderso,Belgian Pale Ale,3.5,3.5,Devotion Ale,6.25,36539
29,Anheuser-Busch,1167545823,3.0,4.0,3.5,northyorksammy,American Pale Lager,3.0,2.5,Michelob Celebrate Vanilla Oak,10.0,27004
1646,Davidson Brothers Restaurant & Brewery,1231971802,3.5,4.0,3.5,weeare138,Tripel,3.5,3.5,Tripel,8.9,47150
553,Bierbrouwerij Sint Christoffel B.V,1271616928,3.0,4.0,4.5,Ralphus,Euro Strong Lager,3.0,3.5,Christoffel Nobel,8.7,46952
288,Brauerei Heinrich Reissdorf,1223243863,5.0,4.5,4.0,bpwatl,Kölsch,4.5,4.0,Reissdorf Kölsch,4.8,2040
694,Tröegs Brewing Company,1232592828,4.0,3.5,4.0,bort11,Winter Warmer,4.0,4.0,Scratch Beer 16 - 2008,6.3,46586
417,August Schell Brewing Company,1149076607,3.5,3.5,3.5,russpowell,Vienna Lager,3.0,3.5,FireBrick,5.0,2032
160,Wychwood Brewery Company Ltd,1221119164,5.0,4.0,4.5,velkyal,English Pale Ale,4.0,4.0,WychCraft,4.5,27190
73,Great Lakes Brewing Company,1304649936,5.0,4.0,4.5,gabedivision,Vienna Lager,4.5,4.5,Great Lakes Eliot Ness,6.2,229
112,North Coast Brewing Co.,1106880008,4.5,4.0,4.0,wbfarr,Russian Imperial Stout,4.0,4.5,Old Rasputin Russian Imperial Stout,9.0,412
8,Widmer Brothers Brewing Company,1223852999,5.0,5.0,5.0,thgrteins,American Amber / Red Ale,4.5,5.0,Northwest Red Ale,7.15,23438
10991,Christian Moerlein Brewing Company,1258235337,4.0,4.0,3.5,VaTechHopHead,Märzen / Oktoberfest,4.0,4.5,Christian Moerlein Fifth & Vine Oktoberfest Marzen,5.7,38285
694,Tröegs Brewing Company,1131510030,4.5,4.0,4.0,stewdawg,Belgian Strong Dark Ale,4.0,4.5,Tröegs Mad Elf,11.0,7531
590,New Glarus Brewing Company,1240952364,4.5,4.0,4.5,tr4nc3d,American Stout,4.0,4.0,Coffee Stout,5.75,2810
35,Boston Beer Company (Samuel Adams),1325853382,3.0,3.0,3.5,soju6,Bock,2.5,3.0,Samuel Adams Chocolate Bock,5.8,14309
898,Heavy Seas Beer,1272146004,4.5,4.0,4.5,bluejacket74,American Porter,4.0,4.0,Heavy Seas - Letter Of Marque 2010 (Rye Porter),7.8,57685
610,Bear Republic Brewing Co.,1112571247,3.5,3.5,4.0,northyorksammy,American Brown Ale,3.5,4.0,Pete's Brown (Tribute Ale),6.3,12531
7781,Gebr. Sünner GmbH & Co. KG,1280104575,3.5,3.0,4.0,flagmantho,Kölsch,3.5,3.5,Sünner Kölsch,5.4,14218
1549,Goose Island Beer Co.,1232651961,4.5,3.5,3.5,preshamilton,Belgian Strong Pale Ale,4.0,3.5,Matilda,7.0,4318
132,Rogue Ales,1093559861,3.5,3.5,4.0,Bruiser81,American Amber / Red Ale,3.5,3.5,St. Rogue Red,5.1,1597
4555,Tustin Brewing Company,1281745186,4.0,3.5,3.5,womencantsail,American Porter,4.0,4.0,Blimp Hangar Porter,,9797
651,Ithaca Beer Company,1217537486,4.5,4.0,4.0,foxmul924,German Pilsener,4.0,4.0,Ithaca Pils,5.5,30030
1636,Bethlehem Brew Works,1291072825,4.5,4.5,4.0,cooch69,Pumpkin Ale,4.0,4.5,Pumpkin Ale,,9319
